Country/Region,Date,Name,Event,Format,Hero,Rank,deck_url
Japan,16 Nov 2025,shoma yamamura – Kassai of the Golden Sand – Reviled – Battle Hardened: Philadelphia,Reviled - World Tour/Battle Hardened Philadelphia,Classic Constructed,Kassai of the Golden Sand,1st,https://fabtcg.com/decklists/shoma-yamamura-kassai-of-the-golden-sand-reviled-world-tourbattle-hardened-philadelphia/
United States of America,16 Nov 2025,"Daniel Rutkowski – Arakni, Marionette – Reviled – Battle Hardened: Philadelphia",Reviled - World Tour/Battle Hardened Philadelphia,Classic Constructed,"Arakni, Marionette",2nd,https://fabtcg.com/decklists/daniel-rutkowski-arakni-marionette-reviled-world-tourbattle-hardened-philadelphia/
Canada,16 Nov 2025,"Cubi Nguyen – Verdance, Thorn of the Rose – Reviled – Battle Hardened: Philadelphia",Reviled - World Tour/Battle Hardened Philadelphia,Classic Constructed,"Verdance, Thorn of the Rose",3rd,https://fabtcg.com/decklists/cubi-nguyen-verdance-thorn-of-the-rose-reviled-world-tourbattle-hardened-philadelphia/
Puerto Rico,16 Nov 2025,"Gabriel Marengo – Verdance, Thorn of the Rose – Reviled – World Tour/Battle Hardened Philadelphia",Reviled - World Tour/Battle Hardened Philadelphia,Classic Constructed,"Verdance, Thorn of the Rose",3rd,https://fabtcg.com/decklists/gabriel-marengo-verdance-thorn-of-the-rose-reviled-world-tourbattle-hardened-philadelphia/
United States of America,16 Nov 2025,Douglas Levy – Dorinthea Ironsong – Reviled – Battle Hardened: Philadelphia,Reviled - World Tour/Battle Hardened Philadelphia,Classic Constructed,Dorinthea Ironsong,5th,https://fabtcg.com/decklists/douglas-levy-dorinthea-ironsong-reviled-world-tourbattle-hardened-philadelphia/
Switzerland,16 Nov 2025,"Tigran Grigorian – Verdance, Thorn of the Rose – Reviled – Battle Hardened: Philadelphia",Reviled - World Tour/Battle Hardened Philadelphia,Classic Constructed,"Verdance, Thorn of the Rose",5th,https://fabtcg.com/decklists/tigran-grigorian-verdance-thorn-of-the-rose-reviled-world-tourbattle-hardened-philadelphia/
United States of America,16 Nov 2025,"Ryan Towle – Verdance, Thorn of the Rose – Reviled – Battle Hardened: Philadelphia",Reviled - World Tour/Battle Hardened Philadelphia,Classic Constructed,"Verdance, Thorn of the Rose",5th,https://fabtcg.com/decklists/ryan-towle-verdance-thorn-of-the-rose-reviled-world-tourbattle-hardened-philadelphia/
United States of America,16 Nov 2025,Jefferson Winslow – Jarl Vetreiði – Reviled – Battle Hardened: Philadelphia,Reviled - World Tour/Battle Hardened Philadelphia,Classic Constructed,Jarl Vetreiði,5th,https://fabtcg.com/decklists/jefferson-winslow-jarl-vetreii-reviled-world-tourbattle-hardened-philadelphia/
Canada,15 Nov 2025,"Sunny Yang – Zen, Tamer of Purpose – Calling: Philadelphia",World Tour/Calling: Philadelphia,Living Legend,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/sunny-yang-zen-tamer-of-purpose-world-tourcalling-philadelphia/
United States of America,15 Nov 2025,"Christopher Iaali – Dromai, Ash Artist – Calling: Philadelphia",World Tour/Calling: Philadelphia,Living Legend,"Dromai, Ash Artist",2nd,https://fabtcg.com/decklists/christopher-iaali-dromai-ash-artist-world-tourcalling-philadelphia/
United States of America,15 Nov 2025,"Timothy Scroggs – Viserai, Rune Blood – Calling: Philadelphia",World Tour/Calling: Philadelphia,Living Legend,"Viserai, Rune Blood",3rd,https://fabtcg.com/decklists/timothy-scroggs-viserai-rune-blood-world-tourcalling-philadelphia/
United States of America,15 Nov 2025,"Wesley Dong – Dromai, Ash Artist – Calling: Philadelphia",World Tour/Calling: Philadelphia,Living Legend,"Dromai, Ash Artist",3rd,https://fabtcg.com/decklists/wesley-dong-dromai-ash-artist-world-tourcalling-philadelphia/
United States of America,15 Nov 2025,"Taylor Nifong – Viserai, Rune Blood – Calling: Philadelphia",World Tour/Calling: Philadelphia,Living Legend,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/taylor-nifong-viserai-rune-blood-world-tourcalling-philadelphia/
United States of America,15 Nov 2025,"Andrew Rothermel – Chane, Bound by Shadow – Calling: Philadelphia",World Tour/Calling: Philadelphia,Living Legend,"Chane, Bound by Shadow",5th,https://fabtcg.com/decklists/andrew-rothermel-chane-bound-by-shadow-world-tourcalling-philadelphia/
Canada,15 Nov 2025,"James Warburton – Chane, Bound by Shadow – Calling: Philadelphia",World Tour/Calling: Philadelphia,Living Legend,"Chane, Bound by Shadow",5th,https://fabtcg.com/decklists/james-warburton-chane-bound-by-shadow-world-tourcalling-philadelphia/
United States of America,15 Nov 2025,"Zak Miller – Kano, Dracai of Aether – Calling: Philadelphia",World Tour/Calling: Philadelphia,Living Legend,"Kano, Dracai of Aether",5th,https://fabtcg.com/decklists/zak-miller-kano-dracai-of-aether-world-tourcalling-philadelphia/
Canada,14 Nov 2025,"Michael Jaszczur – Cindra, Dracai of Retribution – World Championship: Philadelphia",World Championships 2025,Classic Constructed,"Cindra, Dracai of Retribution",1st,https://fabtcg.com/decklists/michael-jaszczur-cindra-dracai-of-retribution-world-championships-2025/
Canada,14 Nov 2025,Michael Jaszczur – Dash I/O – World Championship: Philadelphia,World Championships 2025,Living Legend,Dash I/O,1st,https://fabtcg.com/decklists/michael-jaszczur-dash-io-world-championships-2025/
Canada,14 Nov 2025,"Matthew Dilks – Gravy Bones, Shipwrecked Looter – World Championship: Philadelphia",World Championships 2025,Classic Constructed,"Gravy Bones, Shipwrecked Looter",2nd,https://fabtcg.com/decklists/matthew-dilks-gravy-bones-shipwrecked-looter-world-championships-2025/
Canada,14 Nov 2025,"Matthew Dilks – Chane, Bound by Shadow – World Championship: Philadelphia",World Championships 2025,Living Legend,"Chane, Bound by Shadow",2nd,https://fabtcg.com/decklists/matthew-dilks-chane-bound-by-shadow-world-championships-2025/
Netherlands,14 Nov 2025,"Ian Zhang – Prism, Awakener of Sol – World Championship: Philadelphia",World Championships 2025,Classic Constructed,"Prism, Awakener of Sol",3rd,https://fabtcg.com/decklists/ian-zhang-prism-awakener-of-sol-world-championships-2025/
Netherlands,14 Nov 2025,"Ian Zhang – Marlynn, Treasure Hunter – World Championship: Philadelphia",World Championships 2025,Living Legend,"Marlynn, Treasure Hunter",3rd,https://fabtcg.com/decklists/ian-zhang-marlynn-treasure-hunter-world-championships-2025/
Canada,14 Nov 2025,"Jakob Allan – Verdance, Thorn of the Rose – World Championship: Philadelphia",World Championships 2025,Classic Constructed,"Verdance, Thorn of the Rose",3rd,https://fabtcg.com/decklists/jakob-allan-verdance-thorn-of-the-rose-world-championships-2025/
Canada,14 Nov 2025,"Jakob Allan – Bravo, Star of the Show – World Championship: Philadelphia",World Championships 2025,Living Legend,"Bravo, Star of the Show",3rd,https://fabtcg.com/decklists/jakob-allan-bravo-star-of-the-show-world-championships-2025/
Canada,14 Nov 2025,"Jimmy Niro Demers – Chane, Bound by Shadow – World Championship: Philadelphia",World Championships 2025,Living Legend,"Chane, Bound by Shadow",5th,https://fabtcg.com/decklists/jimmy-niro-demers-chane-bound-by-shadow-world-championships-2025/
Canada,14 Nov 2025,"Jimmy Niro Demers – Gravy Bones, Shipwrecked Looter – World Championship: Philadelphia",World Championships 2025,Classic Constructed,"Gravy Bones, Shipwrecked Looter",5th,https://fabtcg.com/decklists/jimmy-niro-demers-gravy-bones-shipwrecked-looter-world-championships-2025/
United States of America,14 Nov 2025,"Majin Bae – Verdance, Thorn of the Rose – World Championship: Philadelphia",World Championships 2025,Classic Constructed,"Verdance, Thorn of the Rose",5th,https://fabtcg.com/decklists/majin-bae-verdance-thorn-of-the-rose-world-championships-2025/
United States of America,14 Nov 2025,"Majin Bae – Chane, Bound by Shadow – World Championship: Philadelphia",World Championships 2025,Living Legend,"Chane, Bound by Shadow",5th,https://fabtcg.com/decklists/majin-bae-chane-bound-by-shadow-world-championships-2025/
Germany,14 Nov 2025,"Maximilian Klein – Verdance, Thorn of the Rose – World Championship: Philadelphia",World Championships 2025,Classic Constructed,"Verdance, Thorn of the Rose",5th,https://fabtcg.com/decklists/maximilian-klein-verdance-thorn-of-the-rose-world-championships-2025/
Austria,13 Nov 2025,"Florin-Cristian Loghin – Chane, Bound by Shadow – World Championship: Philadelphia",World Championships 2025,Living Legend,"Chane, Bound by Shadow",5th,https://fabtcg.com/decklists/florin-cristian-loghin-chane-bound-by-shadow-world-championships-2025/
Austria,13 Nov 2025,"Florin-Cristian Loghin – Kayo, Armed and Dangerous – World Championship: Philadelphia",World Championships 2025,Classic Constructed,"Kayo, Armed and Dangerous",5th,https://fabtcg.com/decklists/florin-cristian-loghin-kayo-armed-and-dangerous-world-championships-2025/
Germany,13 Nov 2025,"Maximilian Klein – Viserai, Rune Blood – World Championship: Philadelphia",World Championships 2025,Living Legend,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/maximilian-klein-viserai-rune-blood-world-championships-2025/
,10 Nov 2025,"Armory Deck – Rhinar, Reckless Rampage",,Classic Constructed,"Rhinar, Reckless Rampage",,https://fabtcg.com/decklists/armory-deck-rhinar-reckless-rampage/
United States of America,08 Nov 2025,"David Wadley – Cindra, Dracai of Retribution – Battle Hardened: Rochester",Battle Hardened: Rochester,Classic Constructed,"Cindra, Dracai of Retribution",1st,https://fabtcg.com/decklists/david-wadley-cindra-dracai-of-retribution-battle-hardened-rochester-2025-millennium-games/
Hong Kong,08 Nov 2025,"Eugene C – Rhinar, Reckless Rampage – Battle Hardened: Rochester",Battle Hardened: Rochester,Classic Constructed,"Rhinar, Reckless Rampage",2nd,https://fabtcg.com/decklists/eugene-c-rhinar-reckless-rampage-battle-hardened-rochester-2025-millennium-games/
Canada,08 Nov 2025,"Noah Clark – Gravy Bones, Shipwrecked Looter – Battle Hardened: Rochester",Battle Hardened: Rochester,Classic Constructed,"Gravy Bones, Shipwrecked Looter",3rd,https://fabtcg.com/decklists/noah-clark-gravy-bones-shipwrecked-looter-battle-hardened-rochester-2025-millennium-games/
Canada,08 Nov 2025,Michael Metallo – Jarl Vetreiði – Battle Hardened: Rochester,Battle Hardened: Rochester,Classic Constructed,Jarl Vetreiði,3rd,https://fabtcg.com/decklists/michael-metallo-jarl-vetreii-battle-hardened-rochester-2025-millennium-games/
United States of America,08 Nov 2025,"Aaron Blum – Arakni, Huntsman – Battle Hardened: Rochester",Battle Hardened: Rochester,Classic Constructed,"Arakni, Huntsman",5th,https://fabtcg.com/decklists/aaron-blum-arakni-huntsman-battle-hardened-rochester-2025-millennium-games/
United States of America,08 Nov 2025,"Tre Baroncini – Oscilio, Constella Intelligence – Battle Hardened: Rochester",Battle Hardened: Rochester,Classic Constructed,"Oscilio, Constella Intelligence",5th,https://fabtcg.com/decklists/tre-baroncini-oscilio-constella-intelligence-battle-hardened-rochester-2025-millennium-games/
United States of America,08 Nov 2025,"Ian Siczewicz – Kayo, Underhanded Cheat – Battle Hardened: Rochester",Battle Hardened: Rochester,Classic Constructed,"Kayo, Underhanded Cheat",5th,https://fabtcg.com/decklists/ian-siczewicz-kayo-underhanded-cheat-battle-hardened-rochester-2025-millennium-games/
Canada,08 Nov 2025,"Brayden Pritchard – Verdance, Thorn of the Rose – Battle Hardened: Rochester",Battle Hardened: Rochester,Classic Constructed,"Verdance, Thorn of the Rose",5th,https://fabtcg.com/decklists/brayden-pritchard-verdance-thorn-of-the-rose-battle-hardened-rochester-2025-millennium-games/
United Kingdom,07 Nov 2025,"David Calf – Cindra, Dracai of Retribution – Battle Hardened: Edinburgh",Battle Hardened: Edinburgh,Classic Constructed,"Cindra, Dracai of Retribution",1st,https://fabtcg.com/decklists/david-calf-cindra-dracai-of-retribution-battle-hardened-edinburgh/
United Kingdom,07 Nov 2025,"Benjamin Westmore – Verdance, Thorn of the Rose – Battle Hardened: Edinburgh",Battle Hardened: Edinburgh,Classic Constructed,"Verdance, Thorn of the Rose",2nd,https://fabtcg.com/decklists/benjamin-westmore-verdance-thorn-of-the-rose-battle-hardened-edinburgh/
United Kingdom,07 Nov 2025,"Elliott Chacksfield – Verdance, Thorn of the Rose – Battle Hardened: Edinburgh",Battle Hardened: Edinburgh,Classic Constructed,"Verdance, Thorn of the Rose",3rd,https://fabtcg.com/decklists/elliott-chacksfield-verdance-thorn-of-the-rose-battle-hardened-edinburgh/
United Kingdom,07 Nov 2025,"Jas Tin Lim – Florian, Rotwood Harbinger – Battle Hardened: Edinburgh",Battle Hardened: Edinburgh,Classic Constructed,"Florian, Rotwood Harbinger",3rd,https://fabtcg.com/decklists/jas-tin-lim-florian-rotwood-harbinger-battle-hardened-edinburgh/
United Kingdom,07 Nov 2025,"Declan Patrick – Arakni, Marionette – Battle Hardened: Edinburgh",Battle Hardened: Edinburgh,Classic Constructed,"Arakni, Marionette",5th,https://fabtcg.com/decklists/declan-patrick-arakni-marionette-battle-hardened-edinburgh/
United Kingdom,07 Nov 2025,"Ashkan Rashid-Sanaty – Cindra, Dracai of Retribution – Battle Hardened: Edinburgh",Battle Hardened: Edinburgh,Classic Constructed,"Cindra, Dracai of Retribution",5th,https://fabtcg.com/decklists/ashkan-rashid-sanaty-cindra-dracai-of-retribution-battle-hardened-edinburgh/
United Kingdom,07 Nov 2025,"Ryan Debling – Cindra, Dracai of Retribution – Battle Hardened: Edinburgh",Battle Hardened: Edinburgh,Classic Constructed,"Cindra, Dracai of Retribution",5th,https://fabtcg.com/decklists/ryan-debling-cindra-dracai-of-retribution-battle-hardened-edinburgh/
United Kingdom,07 Nov 2025,"Emad Kashy – Arakni, Marionette – Battle Hardened: Edinburgh",Battle Hardened: Edinburgh,Classic Constructed,"Arakni, Marionette",5th,https://fabtcg.com/decklists/emad-kashy-arakni-marionette-battle-hardened-edinburgh/
Canada,07 Nov 2025,"Yuki Lee Bender – Verdance, Thorn of the Rose – Masterclass",Masterclass,Classic Constructed,"Verdance, Thorn of the Rose",,https://fabtcg.com/decklists/new-decklist-21/
United States of America,01 Nov 2025,"Michael Feng – Viserai, Rune Blood – Battle Hardened: Sydney",Battle Hardened: Sydney,Living Legend,"Viserai, Rune Blood",1st,https://fabtcg.com/decklists/michael-feng-viserai-rune-blood-battle-hardened-sydney-2025/
Australia,01 Nov 2025,"Darren Taing – Bravo, Star of the Show – Battle Hardened: Sydney",Battle Hardened: Sydney,Living Legend,"Bravo, Star of the Show",2nd,https://fabtcg.com/decklists/darren-taing-bravo-star-of-the-show-battle-hardened-sydney/
Australia,01 Nov 2025,"Joon Chien Tan – Bravo, Star of the Show – Battle Hardened: Sydney",Battle Hardened: Sydney,Living Legend,"Bravo, Star of the Show",3rd,https://fabtcg.com/decklists/joon-chien-tan-bravo-star-of-the-show-battle-hardened-sydney-2025/
Taiwan,01 Nov 2025,"CYK Lionel – Viserai, Rune Blood – Battle Hardened Sydney 2025",Battle Hardened: Sydney,Living Legend,"Viserai, Rune Blood",3rd,https://fabtcg.com/decklists/cyk-lionel-viserai-rune-blood-battle-hardened-sydney-2025/
Australia,01 Nov 2025,"Mason Dutcher – Dromai, Ash Artist – Battle Hardened: Sydney",Battle Hardened: Sydney,Living Legend,"Dromai, Ash Artist",5th,https://fabtcg.com/decklists/mason-dutcher-dromai-ash-artist-battle-hardened-sydney-2025/
Australia,01 Nov 2025,"Kristopher Ryan-Clout – Zen, Tamer of Purpose – Battle Hardened: Sydney",Battle Hardened: Sydney,Living Legend,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/kristopher-ryan-clout-zen-tamer-of-purpose-battle-hardened-sydney-2025/
Australia,01 Nov 2025,"Andy Pham – Viserai, Rune Blood – Battle Hardened: Sydney",Battle Hardened: Sydney,Living Legend,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/andy-pham-viserai-rune-blood-battle-hardened-sydney-2025/
Australia,01 Nov 2025,"Robert Piper – Aurora, Shooting Star – Battle Hardened Sydney 2025",Battle Hardened: Sydney,Living Legend,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/robert-piper-aurora-shooting-star-battle-hardened-sydney-2025/
Canada,01 Nov 2025,"Lucas Ng – Verdance, Thorn of the Rose – Battle Hardened: Tacoma",Battle Hardened: Tacoma,Classic Constructed,"Verdance, Thorn of the Rose",1st,https://fabtcg.com/decklists/lucas-ng-verdance-thorn-of-the-rose-battle-hardened-tacoma/
United States of America,01 Nov 2025,Josh Lind – Jarl Vetreiði – Battle Hardened: Tacoma,Battle Hardened: Tacoma,Classic Constructed,Jarl Vetreiði,2nd,https://fabtcg.com/decklists/josh-lind-jarl-vetreii-ldxp-tacoma-battle-hardened/
United States of America,01 Nov 2025,"Andre Judd – Oscilio, Constella Intelligence – Battle Hardened: Tacoma",Battle Hardened: Tacoma,Classic Constructed,"Oscilio, Constella Intelligence",3rd,https://fabtcg.com/decklists/andre-judd-oscilio-constella-intelligence-ldxp-tacoma-battle-hardened/
Canada,01 Nov 2025,"Yuki Lee Bender – Verdance, Thorn of the Rose – Battle Hardened: Tacoma",Battle Hardened: Tacoma,Classic Constructed,"Verdance, Thorn of the Rose",3rd,https://fabtcg.com/decklists/yuki-lee-bender-verdance-thorn-of-the-rose-ldxp-tacoma-battle-hardened/
United States of America,01 Nov 2025,"Jude Cornett – Gravy Bones, Shipwrecked Looter – Battle Hardened: Tacoma",Battle Hardened: Tacoma,Classic Constructed,"Gravy Bones, Shipwrecked Looter",5th,https://fabtcg.com/decklists/jude-cornett-gravy-bones-shipwrecked-looter-ldxp-tacoma-battle-hardened/
United States of America,01 Nov 2025,"Tyler Kearney – Verdance, Thorn of the Rose – Battle Hardened: Tacoma",Battle Hardened: Tacoma,Classic Constructed,"Verdance, Thorn of the Rose",5th,https://fabtcg.com/decklists/tyler-kearney-verdance-thorn-of-the-rose-ldxp-tacoma-battle-hardened/
United States of America,01 Nov 2025,"Kyle James – Cindra, Dracai of Retribution – Battle Hardened: Tacoma",Battle Hardened: Tacoma,Classic Constructed,"Cindra, Dracai of Retribution",5th,https://fabtcg.com/decklists/kyle-james-cindra-dracai-of-retribution-ldxp-tacoma-battle-hardened/
